id,name,city,state,holes,access
13506,Belle Fourche Country Club,Belle Fourche,SD,9,Public
13507,The Bridges At Beresford,Beresford,SD,18,Municipal
13508,Bison Country Club,Bison,SD,9,Municipal
13509,Bowdle Golf Club,Bowdle,SD,9,Public
13510,Prairie Ridge Golf Course,Box Eller,SD,9,Public
13511,Brandon Municipal Golf Course,Brandon,SD,18,Municipal
13512,Hidden Valley Golf Course,Brandon,SD,18,Public
13513,Britton Country Club,Britton,SD,9,Public
13514,Edgebrook Golf Course,Brookings,SD,18,Municipal
13515,Brookings Country Club,Brookings,SD,18,Private
13516,Buffalo Golf Course,Buffalo,SD,9,Public
13517,Burke Golf Course,Burke,SD,9,Public
13518,Hiawatha Golf Club,Canton,SD,9,Public
13519,Castlewood Golf Course,Castlewood,SD,9,Public
13520,Chamberlain Country Club,Chamberlain,SD,9,Municipal
13521,Clark Golf Club,Clark,SD,9,Public
13522,Clearlake Golf Club,Clearlake,SD,9,Public
13523,Colman Area Recreation Golf Course,Colman,SD,9,Public
13524,Lakeview Golf Course,Corsica,SD,9,Public
13525,Rocky Knolls Golf Course,Custer,SD,9,Public
13526,Dakota Dunes Country Club,Dakota Dunes,SD,18,Private
13527,Two Rivers Golf Course,Dakota Dunes,SD,18,Public
13528,Kingsbury County Country Club,de Smet,SD,9,Public
13529,Tomahawk Lake Country Club Inc,Deadwood,SD,9,Public
13530,Dell's Rocky Run Golf Course,Dell Rapids,SD,18,Public
13531,Tri Del Golf Club,Delmont,SD,9,Public
13532,Delmont Golf Course,Delmont,SD,9,Public
13533,Edgemont Golf Club,Edgemont,SD,9,Public
13534,Elk Point Country Club,Elk Point,SD,9,Public
13535,Eureka Municipal Golf Course,Eureka,SD,9,Municipal
13536,North Shore Golf Course,Faith,SD,9,Public
13537,Lakeside Country Club,Faulkton,SD,9,Public
13538,Flandreau Park Golf Club,Flandreau,SD,9,Public
13539,Willow Creek Golf Course,Fort Pierre,SD,9,Public
13540,Dunes Golf Course,Fort Pierre,SD,18,Public
13541,Valley View Golf Course,Freeman,SD,9,Public
13542,River Ridge Golf Club,Garretson,SD,9,Public
13543,Gary Gate City Golf Course,Gary,SD,9,Municipal
13544,Gettysburg Country Club,Gettysburg,SD,9,Public
13545,Prairie Dunes Golf Course,Goodwin,SD,9,Municipal
13546,Gregory Golf Course,Gregory,SD,9,Municipal
13547,Olive Grove Golf Course,Groton,SD,9,Public
13548,Spring Creek Country Club,Harrisburg,SD,18,Public
13549,Central Valley Golf Club,Hartford,SD,18,Public
13550,Highmore Golf Course,Highmore,SD,9,Public
13551,Southern Hills Golf Course,Hot Springs,SD,18,Municipal
13552,Howard Golf Course,Howard,SD,18,Public
13553,Broadland Creek National Golf Course,Huron,SD,18,Municipal
13554,Memorial Park Golf Course,Huron,SD,9,Municipal
13555,Huron Country Club,Huron,SD,9,Private
13556,Split Rock Country Club,Ipswich,SD,9,Municipal
13557,Glenridge Golf Course,Irene,SD,9,Private
13558,Kadoka Golf Course,Kadoka,SD,9,Municipal
13559,Lead Country Club,Lead,SD,9,Public
13560,Lemmon Country Club,Lemmon,SD,9,Municipal
13561,Lenkota Country Club,Lennox,SD,9,Public
13562,Leola Country Club,Leola,SD,9,Private
13563,Madison Golf & Country Club,Madison,SD,18,Public
13564,Bennett Cty. Golf Assoc.,Martin,SD,9,Municipal
13565,Pine Hills Golf Club,Milbank,SD,18,Public
13566,Miller Country Club,Miller,SD,9,Private
13567,Prairie Hills Golf Course,Mission,SD,9,Public
13568,Lakeview Municipal Golf Course,Mitchell,SD,18,Municipal
13569,Wild Oak Golf Club,Mitchell,SD,18,Public
13570,Mobridge Country Club,Mobridge,SD,9,Public
13571,Murdo Golf Course,Murdo,SD,9,Municipal
13572,Newell Golf Course,Newell,SD,9,Municipal
13573,Par Mar Valley Country Club,Parker,SD,9,Private
13574,Parkston Country Club,Parkston,SD,9,Private
13575,Lake Waggoner Golf Course,Philip,SD,9,Public
13576,Randall Hills Golf Club,Pickstown,SD,9,Public
13577,Hillsview Golf Club,Pierre,SD,18,Municipal
13578,The Trails Golf Resort,Pierre,SD,9,Public
13579,Fish Lake Country Club,Plankinton,SD,9,Public
13580,Lake Platte Golf Club,Platte,SD,9,Public
13581,Medicine Creek Golf Course,Presho,SD,9,Public
13582,Meadowbrook Golf Course,Rapid City,SD,36,Municipal
13583,Rapid City Exec. Golf Course,Rapid City,SD,9,Municipal
13584,YMCA Golf Course,Rapid City,SD,9,Municipal
13585,Arrowhead Country Club,Rapid City,SD,18,Private
13586,Hart Ranch Golf Club,Rapid City,SD,18,Public
13587,Golf Club At Red Rock,Rapid City,SD,18,Public
13588,Fountain Springs Golf Club,Rapid City,SD,9,Public
13589,Rapid City Elks Golf Course,Rapid City,SD,18,Public
13590,Fisher Grove Golf Course,Redfield,SD,9,Public
13591,Roscoe Legion Golf Course,Roscoe,SD,9,Public
13592,McCook Country Club,Salem,SD,9,Public
13593,Scotland Dawson Creek Golf Course,Scotland,SD,9,Public
13594,Selby Community Golf Course,Selby,SD,9,Public
13595,Kuehn Park Golf Course,Sioux Falls,SD,9,Municipal
13596,Elmwood Park Golf Course,Sioux Falls,SD,27,Municipal
13597,Prairie Green Golf Course,Sioux Falls,SD,18,Municipal
13598,Westward Ho Country Club,Sioux Falls,SD,27,Private
13599,Minnehaha Country Club,Sioux Falls,SD,18,Private
13600,Northern Links Golf Course,Sioux Falls,SD,9,Public
13601,Willow Run Golf Course,Sioux Falls,SD,18,Public
13602,Bakker Crossing Golf Course,Sioux Falls,SD,18,Public
13603,Valley View Country Club,Sisseton,SD,9,Public
13604,Elkhorn Ridge Golf Course,Spearfish,SD,9,Municipal
13605,Spearfish Canyon Country Club,Spearfish,SD,18,Private
13606,Springfield Golf Club,Springfield,SD,9,Municipal
13607,Boulder Canyon Country Club,Sturgis,SD,18,Public
13608,Little Moreau Country Club,Timber Lake,SD,9,Private
13609,Bon Homme Country Club,Tyndall,SD,9,Public
13610,The Bluffs,Vermillion,SD,18,Municipal
13611,Meadow Creek Golf Course,Volga,SD,9,Public
13612,Wall Community Golf Course,Wall,SD,9,Public
13613,Watertown Municipal Golf Course,Watertown,SD,27,Municipal
13614,Prairie Winds Golf Club,Watertown,SD,18,Public
13615,Webster Golf Course,Webster,SD,9,Municipal
13616,Lakes Golf Course,Wentworth,SD,9,Public
13617,Wessington Springs Country Club,Wessington Springs,SD,9,Private
13618,Six Mile Creek Golf Course,White,SD,9,Public
13619,Winner Golf Club,Winner,SD,9,Public
13620,Pony Hills Country Club,Woonsocket,SD,9,Private
13621,Fox Run Municipal Golf Course,Yankton,SD,18,Municipal
13622,Hillcrest Golf & Country Club,Yankton,SD,18,Public
13623,Shiloh Golf Course,Adamsville,TN,18,Public
13624,Crocket Golf & Country Club,Alamo,TN,9,Private
13625,Green Meadow Country Club,Alcoa,TN,18,
13626,Arnold Golf Course,Arnold Afb,TN,9,Public
13627,Sycamore Valley Golf Course,Ashland City,TN,18,Public
13628,White Oaks Golf Course,Athens,TN,18,Public
13629,Ridgewood Golf Course,Athens,TN,18,Public
13630,Rock Springs Golf Course,Athens,TN,18,Public
13631,Baneberry Golf & Resort Club,Baneberry,TN,18,Public
13632,Quail Ridge Golf Course,Bartlett,TN,18,Public
13633,Clinchview Golf & Country Club,Bean Station,TN,18,Public
13634,Big Hollow Par 3,Blountville,TN,18,Public
13635,Tri Cities Golf Club,Blountville,TN,27,Public
13636,Hardeman County Golf & Country Club,Bolivar,TN,9,Private
13637,Brentwood Country Club,Brentwood,TN,18,Private
13638,Nashville Golf & Athletic Club,Brentwood,TN,18,
13639,The Governors Club,Brentwood,TN,18,
13640,Steele Creek Golf Course,Bristol,TN,9,Municipal
13641,Country Club of Bristol,Bristol,TN,18,
13642,Cedars Golf Course,Bristol,TN,18,Public
13643,Holston Valley Golf Course,Bristol,TN,18,Public
13644,Brownsville Country Club,Brownsville,TN,18,Private
13645,Paris Landing State Park Golf Course,Buchanan,TN,18,Municipal
13646,Montgomery Bell State Park,Burns,TN,18,Municipal
13647,Magic Valley Golf Course,Camden,TN,9,Public
13648,Falcon Ridge Golf Club,Cedar Grove,TN,18,Public
13649,Skyview Golf Club,Centerville,TN,9,
13650,Henry Horton State Park Golf Course,Chapel Hill,TN,18,Municipal
13651,Brainerd Golf Course,Chattanooga,TN,18,Municipal
13652,Brown Acres Golf Club,Chattanooga,TN,18,Municipal
13653,Chattanooga Golf & Country Club,Chattanooga,TN,18,Private
13654,Council Fire Golf Club,Chattanooga,TN,18,Private
13655,Black Creek Club,Chattanooga,TN,18,
13656,Lupton City Golf Club,Chattanooga,TN,9,
13657,Moccasin Bend Golf Club,Chattanooga,TN,18,Public
13658,Hickory Valley Golf Club,Chattanooga,TN,9,Public
13659,Eagle Bluff Golf Club,Chattanooga,TN,18,Public
13660,Concord Golf Club,Chattanooga,TN,18,Public
13661,Twin Creeks Golf Course,Chuckey,TN,18,Public
13662,Graysburg Hills Golf Course,Chuckey,TN,54,Public
13663,Silver Lake Golf Course,Church Hill,TN,9,Public
13664,Mason Rudolph Golf Course,Clarksville,TN,9,Municipal
13665,Swan Lake Golf Course,Clarksville,TN,18,Municipal
13666,Clarksville Golf & Country Club,Clarksville,TN,18,Private
13667,Eastland Green Golf Course,Clarksville,TN,36,Public
13668,Waterville Golf Course,Cleveland,TN,18,Municipal
13669,Cleveland Country Club,Cleveland,TN,18,Private
13670,Chatata Valley Golf Club,Cleveland,TN,18,Public
13671,Ross Creek Landing Golf Course,Clifton,TN,18,Public
13672,The Grove,College Grove,TN,,Private
13673,Memphis National Golf Club,Collierville,TN,36,
13674,Spring Creek Ranch,Collierville,TN,18,
13675,Graymere Country Club,Columbia,TN,18,Private
13676,Stoneybrook Golf Club,Columbia,TN,18,Public
13677,Ironwood Golf Course,Cookeville,TN,18,Public
13678,Belle Acres Golf Course,Cookeville,TN,9,Public
13679,Cookeville Golf Club,Cookeville,TN,18,Public
13680,Southern Hills Golf and Country Club,Cookeville,TN,18,Public
13681,White Plains Golf Course,Cookeville,TN,18,Public
13682,Copper Basin Golf Club,Copperhill,TN,9,Public
13683,Colonial Country Club,Cordova,TN,36,Private
13684,Cordova Country Club,Cordova,TN,18,Public
13685,Hazelburn Golf Course,Cornersville,TN,9,Public
13686,Shiloh Falls Golf Club,Counce,TN,18,Public
13687,Fox Chase Golf Course,Counce,TN,9,Public
13688,Covington Country Club,Covington,TN,18,Private
13689,Renegrade National Golf Resort,Crab Orchard,TN,18,Private
13690,Bear Trace At Cumberland Mountain,Crossville,TN,18,Municipal
13691,Heatherhurst Golf Course,Crossville,TN,36,
13692,River Run Golf Club,Crossville,TN,18,Public
13693,Lake Tansi Village Country Club,Crossville,TN,18,Public
13694,Deer Creek Golf Club,Crossville,TN,18,Public
13695,Stonehenge Golf Course,Crossville,TN,18,Public
13696,Dorchester Country Club,Crossville,TN,18,Public
13697,4 Seasons Golf Course,Crossville,TN,18,Public
13698,Druid Hills Golf Course,Crossville,TN,18,Public
13699,Dandridge Golf & Country Club,Dandridge,TN,54,Public
13700,Lake Haven Golf & Country Club,Decatur,TN,9,Public
13701,Tennessee River Golf Club,Decaturville,TN,18,Public
13702,Dickson Country Club,Dickson,TN,18,Private
13703,Greystone Golf Club,Dickson,TN,18,Public
13704,Forest Hill Golf Course,Drummonds,TN,18,Public
13705,Hidden Falls At Mt Airy Golf,Dunlap,TN,18,Public
13706,The Pines Golf Course,Dyer,TN,18,Public
13707,Dyersburg Municipal Golf Course,Dyersburg,TN,18,Municipal
13708,Dyersburg Country Club At The Farms,Dyersburg,TN,18,Public
13709,Elizabethton Municipal Golf Club,Elizabethton,TN,18,Municipal
13710,Elks Lodge Par 3 Golf Course,Erwin,TN,9,
13711,Dayton Golf & Country Club,Evensville,TN,18,Public
13712,Fayetteville Country Club,Fayetteville,TN,9,Public
13713,Cole Park Golf Course,Fort Campbell,TN,18,Public
13714,Old Natchez Country Club,Franklin,TN,18,Private
13715,Temple Hills Country Club,Franklin,TN,45,
13716,Vanderbilt Legends Club,Franklin,TN,36,
13717,Westhaven Golf Club,Franklin,TN,18,
13718,Fairways on Spencer Creek,Franklin,TN,18,Public
13719,The Little Course,Franklin,TN,9,Public
13720,Forrest Crossing Golf Course,Franklin,TN,18,Public
13721,Cumberland Bend Golf Course,Gainesboro,TN,9,Public
13722,Long Hollow Golf Course,Gallatin,TN,18,Municipal
13723,Gallatin Country Club,Gallatin,TN,9,Private
13724,The Club At Fairvue Plantation,Gallatin,TN,36,
13725,Bent Creek Golf Course,Gatlinburg,TN,18,Public
13726,Germantown Country Club,Germantown,TN,18,
13727,Twelve Stones Crossing Golf Club,Goodlettsville,TN,18,Public
13728,Oak Hills Golf Course,Greenbrier,TN,36,Public
13729,Pebble Brook Golf Course,Greenbrier,TN,18,Public
13730,Link Hills Country Club,Greeneville,TN,18,Private
13731,Andrew Johnson Golf Club,Greeneville,TN,18,Public
13732,Kinser Park Golf Course,Greeneville,TN,9,Public
13733,Baileyton Golf Club,Greeneville,TN,18,Public
13734,Nolichucky View Golf Club,Greeneville,TN,18,Public
13735,Emory Golf & Country Club,Harriman,TN,9,Municipal
13736,Bear Trace At Harrison Bay,Harrison,TN,18,Municipal
13737,Chickasaw Golf Club,Henderson,TN,18,Municipal
13738,Country Hills Golf Course,Hendersonville,TN,18,Municipal
13739,Bluegrass Yacht & Country Club,Hendersonville,TN,18,Private
13740,Ravenwood Club,Hermitage,TN,18,
13741,Creeks Bend Golf Club,Hixson,TN,18,Private
13742,Valleybrook Golf & Country Club,Hixson,TN,18,Private
13743,Hohenwald Golf Course,Hohenwald,TN,9,Municipal
13744,Humboldt Golf & Country Club,Humboldt,TN,18,Private
13745,Jackson Golf & Country Club,Jackson,TN,18,Private
13746,Sculley Golf Club,Jackson,TN,9,Public
13747,Highland Green Golf Club,Jackson,TN,9,Public
13748,Jones Creek Golf Course,Jackson,TN,18,Public
13749,Jackson National Golf Club,Jackson,TN,18,Public
13750,Patriot Hills Golf Club,Jefferson City,TN,18,Public
13751,Through The Green/Highland Rim Golf Course,Joelton,TN,18,Public
13752,Pine Oaks Golf Club,Johnson City,TN,18,Municipal
13753,Johnson City Country Club,Johnson City,TN,18,Private
13754,The Crossings Golf Club,Jonesborough,TN,18,Private
13755,Ridges Golf & Country Club,Jonesborough,TN,18,Private
13756,Cattails At MeadowView Golf Course,Kingsport,TN,18,Municipal
13757,Warriors Path State Park Golf Course,Kingsport,TN,18,Public
13758,Ridgefields Country Club Inc,Kingsport,TN,18,Private
13759,Crockett's Ridge Golf Club,Kingsport,TN,18,Public
13760,Golf Club of Tennessee,Kingston Springs,TN,18,Private
13761,Cliff View Golf Course,Kingston Springs,TN,9,Public
13762,Southwest Point Golf Course,Kingston,TN,18,Public
13763,Lakeside Golf Course,Kingston,TN,9,Public
13764,Knoxville Golf Course,Knoxville,TN,18,Municipal
13765,Whittle Springs Golf Course,Knoxville,TN,18,Municipal
13766,Three Ridges Golf Course,Knoxville,TN,18,Municipal
13767,Cherokee Country Club,Knoxville,TN,18,Private
13768,Beaver Brook Golf & Country Club,Knoxville,TN,18,Private
13769,Fox Den Country Club,Knoxville,TN,18,
13770,Gettysvue Country Club,Knoxville,TN,18,
13771,Beverly Park Par 3,Knoxville,TN,9,
13772,Holston Hills Country Club,Knoxville,TN,18,
13773,Willow Creek Golf Club,Knoxville,TN,18,Public
13774,Dead Horse Lake Golf Course,Knoxville,TN,18,Public
13775,Concord Park Par 3,Knoxville,TN,18,Public
13776,The Wee Course At Williams Creek,Knoxville,TN,18,Public
13777,River Islands Golf Club,Kodak,TN,18,Public
13778,The Greens at Deerfield,La Follette,TN,18,Public
13779,La Follette Country Club,La Follette,TN,9,Public
13780,Macon County Golf Course,Lafayette,TN,9,Public
13781,Stonebridge Golf Club,Lakeland,TN,18,Public
13782,Lawrenceburg Golf & Country Club,Lawrenceburg,TN,18,
13783,Five Oaks Golf and Country Club,Lebanon,TN,18,Private
13784,Lebanon Golf & Country Club,Lebanon,TN,9,Private
13785,Hunters Point Golf Course,Lebanon,TN,18,Public
13786,Rarity Pointe Golf Course,Lenoir City,TN,18,
13787,Executive Meadows,Lenoir City,TN,18,Public
13788,Landmark Golf Club At Avalon,Lenoir City,TN,18,Public
13789,Cedar Hills Golf Club Inc,Lenoir City,TN,18,Public
13790,Lewisburg Recreation Center,Lewisburg,TN,9,Municipal
13791,Saddle Creek Golf Club,Lewisburg,TN,18,Public
13792,Pinetree Country Club,Lexington,TN,9,Private
13793,Buffalo River Country Club,Linden,TN,9,Public
13794,Hidden Valley Golf & Country Club,Livingston,TN,9,Public
13795,Claxbranch Golf Course,Loretto,TN,18,Public
13796,Toqua Golf Course,Loudon,TN,18,Private
13797,Tanasi Golf Course,Loudon,TN,18,Private
13798,Tennessee National Golf Club,Loudon,TN,18,
13799,Riverview Golf Course,Loudon,TN,18,Public
13800,Madisonville Golf Course,Madisonville,TN,9,Public
13801,Old Stone Fort State Park Golf Course,Manchester,TN,9,Municipal
13802,Willowbrook Golf Club,Manchester,TN,18,Public
13803,The Golf Club,Maryville,TN,18,Public
13804,Lambert Acres Golf Club,Maryville,TN,54,Public
13805,Royal Oaks Golf Club,Maryville,TN,18,Public
13806,Willow Ridge Golf Course,Mc Ewen,TN,18,Public
13807,Carroll Lake Golf Club Inc,Mc Kenzie,TN,18,Public
13808,McMinnville Country Club,Mc Minnville,TN,18,
13809,The Reserve At Collins River,McMinnville,TN,9,Public
13810,T.O. Fuller State Park Golf Course,Memphis,TN,18,Municipal
13811,Pine Hill Golf Course,Memphis,TN,18,Municipal
13812,Overton Park Golf Course,Memphis,TN,9,Municipal
13813,Links At Galloway,Memphis,TN,18,Municipal
13814,The Links At Audubon,Memphis,TN,18,Municipal
13815,Links At Whitehaven,Memphis,TN,18,Municipal
13816,Riverside Golf Course,Memphis,TN,9,Municipal
13817,The Links At Davey Crockett,Memphis,TN,18,Municipal
13818,The Links At Fox Meadows,Memphis,TN,18,Municipal
13819,Memphis Country Club,Memphis,TN,18,Private
13820,Chickasaw Country Club,Memphis,TN,18,Private
13821,Ridgeway Country Club,Memphis,TN,18,Private
13822,Irene Golf and Country Club,Memphis,TN,18,
13823,Windyke Country Club,Memphis,TN,54,
13824,TPC at Southwind,Memphis,TN,18,
13825,Milan Golf & Country Club,Milan,TN,18,Private
13826,Orgill Park Golf Course,Millington,TN,18,Municipal
13827,Glen Eagle Golf Course,Millington,TN,18,Public
13828,Mirimichi Golf Course,Millington,TN,18,Public
13829,Mountain Ridge Golf Club,Monterey,TN,18,Public
13830,The Country Club Inc.,Morristown,TN,18,
13831,Millstone Golf Club,Morristown,TN,18,Public
13832,Morristown Golf & Country Club,Morristown,TN,9,Public
13833,Windtree Golf Club,Mount Juliet,TN,18,Public
13834,Pine Creek Golf Course,Mount Juliet,TN,18,Public
13835,Red Tail Mountain Country Club,Mountain City,TN,18,Public
13836,Mt Pleasant Country Club,Mt Pleasant,TN,18,Private
13837,Old Fort Golf Club,Murfreesboro,TN,18,Municipal
13838,Stones River Country Club,Murfreesboro,TN,18,Private
13839,Cedar Crest Golf Club,Murfreesboro,TN,18,Public
13840,Indian Hills Golf Club,Murfreesboro,TN,18,Public
13841,Veterans Administration Hospital Golf Course,Murfreesboro,TN,9,Public
13842,Harpeth Hills Municipal Golf Course,Nashville,TN,18,Municipal
13843,Percy Warner Golf Course,Nashville,TN,9,Municipal
13844,Ted Rhodes Golf Course,Nashville,TN,18,Municipal
13845,VinnyLinks,Nashville,TN,18,Municipal
13846,Shelby Golf Course,Nashville,TN,18,Municipal
13847,McCabe Field Golf Course,Nashville,TN,54,Municipal
13848,Two Rivers Golf Course,Nashville,TN,18,Municipal
13849,Hillwood Country Club,Nashville,TN,18,Private
13850,Belle Meade Country Club,Nashville,TN,18,Private
13851,Richland Country Club,Nashville,TN,18,Private
13852,Harpeth Valley Golf Center,Nashville,TN,18,Public
13853,Gaylord Springs At Gaylord Opryland Resort,Nashville,TN,18,Public
13854,Nashboro Golf Club,Nashville,TN,18,Public
13855,Lost Creek Golf Club,New Market,TN,18,Public
13856,Oak View Links,Newbern,TN,9,Public
13857,Smoky Mountain Country Club,Newport,TN,18,Public
13858,Springbrook Golf & Country Club,Niota,TN,18,Private
13859,Centennial Golf Course,Oak Ridge,TN,18,Municipal
13860,Fair Oaks Golf Club,Oakland,TN,18,Public
13861,Old Hickory Country Club,Old Hickory,TN,18,Private
13862,Riverside Golf Center,Old Hickory,TN,36,Public
13863,Hermitage Golf Course,Old Hickory,TN,36,Public
13864,Oneida Golf and Country Club,Oneida,TN,9,Municipal
13865,The Honors Course,Ooltewah,TN,18,Private
13866,The Champions Club At Hampton Creek,Ooltewah,TN,18,
13867,Paris Country Club,Paris,TN,9,Private
13868,Pickwick Landing State Park Golf Course,Pickwick Dam,TN,18,Municipal
13869,Gatlinburg Country Club,Pigeon Forge,TN,18,Municipal
13870,Fall Creek State Park Golf Course,Pikeville,TN,18,Municipal
13871,Woodland Hills Golf & Country Club,Pinson,TN,18,Private
13872,Dogwood Hills Country Club,Portland,TN,9,Private
13873,Hillcrest Country Club,Pulaski,TN,9,
13874,Futures Golf Club,Puryear,TN,18,Public
13875,Green Hills Golf Inc,Riddleton,TN,9,Public
13876,Pine Lakes Golf Club,Rockford,TN,18,Public
13877,Egwani Farm Golf Club,Rockford,TN,18,Public
13878,Champions Run Golf Course,Rockvale,TN,18,Public
13879,Rockwood Golf & Country Club,Rockwood,TN,9,Municipal
13880,Mc Donald Hills Golf Club,Rogersville,TN,18,Public
13881,Deer Creek Golf Club,Saulsbury,TN,18,Public
13882,Savannah Golf Course,Savannah,TN,9,Public
13883,Selmer Golf & Country Club,Selmer,TN,9,Private
13884,Eagle's Landing Golf Club,Sevierville,TN,18,Municipal
13885,Sewanee Golf & Tennis Club,Sewanee,TN,9,Public
13886,Bays Mountain Golf Course,Seymour,TN,18,Public
13887,Creekside Plantation,Seymour,TN,9,Public
13888,Persimmon Hills Golf Course,Sharon,TN,18,Public
13889,Riverbend Country Club,Shelbyville,TN,18,Private
13890,Blackberry Ridge Golf Club,Shelbyville,TN,18,Public
13891,Signal Mountain Golf & Country Club,Signal Mountain,TN,18,
13892,Smithville Golf Club,Smithville,TN,9,Municipal
13893,Smyrna Municipal Golf Course,Smyrna,TN,36,Municipal
13894,Mont Lake Golf Course,Soddy Daisy,TN,18,Public
13895,Somerville Country Club,Somerville,TN,9,Private
13896,Fulton Country Club,South Fulton,TN,18,Public
13897,Doe Valley Golf Center,South Fulton,TN,18,Public
13898,Sequatchie Valley Golf & Country Club,South Pittsburg,TN,9,Public
13899,Sparta Golf & Country Club,Sparta,TN,9,Public
13900,Riverwatch Golf Club,Sparta,TN,18,Public
13901,King's Creek Golf Club,Spring Hill,TN,18,Public
13902,The Legacy,Springfield,TN,18,Municipal
13903,The Tennessean Golf Club,Springville,TN,18,Public
13904,Ruggles Ferry Golf Club,Strawberry Plains,TN,18,Public
13905,Dixie Oaks Golf Club,Summertown,TN,18,Public
13906,Woodlake Golf Club,Tazewell,TN,18,Public
13907,Laurel Valley Country Club,Townsend,TN,18,Public
13908,Diamond Oaks Golf Club,Trenton,TN,18,Public
13909,WynRidge Greens,Troy,TN,18,Public
13910,Lakewood Golf & Country Club,Tullahoma,TN,18,Private
13911,Buffalo Valley Golf Course,Unicoi,TN,18,Municipal
13912,Poplar Meadows Country Club,Union City,TN,9,Private
13913,Wingfoot Golf Course,Union City,TN,18,Private
13914,The Links At Kahiti Golf Course,Vonore,TN,18,
13915,Rarity Bay Country Club,Vonore,TN,18,Public
13916,Waverly Country Club,Waverly,TN,9,Private
13917,Waynesboro Municipal Golf Course,Waynesboro,TN,9,Municipal
13918,White Pine Golf Club,White Pine,TN,9,Public
13919,Franklin County Country Club,Winchester,TN,9,
13920,The Bear Trace At Tims Ford,Winchester,TN,18,Public
13921,Scenic View Golf Course,Winchester,TN,9,Public
13922,Abernathy Country Club,Abernathy,TX,9,Public
13923,Maxwell Golf Course,Abilene,TX,18,Municipal
13924,Abilene Country Club,Abilene,TX,36,Private
13925,Fairway Oaks Country Club,Abilene,TX,18,
13926,Willow Creek Golf Center,Abilene,TX,9,Public
13927,Diamond Back Golf Club,Abilene,TX,18,Public
13928,Alamo Country Club,Alamo,TX,9,Private
13929,Albany Golf Club,Albany,TX,9,Municipal
13930,Split Rail Links and Golf Club,Aledo,TX,18,Public
13931,Lost Creek Golf Club,Aledo,TX,18,Public
13932,Alice Municipal Golf Course,Alice,TX,18,Municipal
13933,Alice Country Club,Alice,TX,9,Private
13934,The Golf Club At Twin Creeks,Allen,TX,18,Public
13935,Alpine Golf Course,Alpine,TX,9,Public
13936,Alvin Golf & Country Club,Alvin,TX,9,Public
13937,Hillcrest Golf Club,Alvin,TX,9,Public
13938,Ross Rogers Municipal Golf Course,Amarillo,TX,36,Municipal
13939,Comanche Trail Golf Course,Amarillo,TX,36,Municipal
13940,Amarillo Country Club,Amarillo,TX,18,Private
13941,Tascosa Country Club,Amarillo,TX,18,Private
13942,La Paloma Golf Club,Amarillo,TX,18,
13943,Preston West Par 3 Golf Course,Amarillo,TX,18,Public
13944,Chambers County Golf Course,Anahuac,TX,18,Municipal
13945,Andrews County Golf Course,Andrews,TX,18,Municipal
13946,Hurricane Creek Country Club,Anna,TX,18,Private
13947,Anson Municipal Golf Course,Anson,TX,9,Municipal
13948,Archer City Country Club,Archer City,TX,9,Municipal
13949,Denton Country Club,Argyle,TX,18,Private
13950,Tierra Verde Golf Course,Arlington,TX,18,Municipal
13951,Lake Arlington Golf Course,Arlington,TX,18,Municipal
13952,Chester W. Ditto Golf Course,Arlington,TX,18,Municipal
13953,Meadowbrook Park Golf Course,Arlington,TX,9,Municipal
13954,Rolling Hills Country Club,Arlington,TX,18,Private
13955,Shady Valley Golf Club,Arlington,TX,18,
13956,Aspermont City Golf Course,Aspermont,TX,9,Public
13957,Athens Country Club,Athens,TX,18,Private
13958,Spring Creek Golf Course,Atlanta,TX,18,Public
13959,Indian Hills Country Club,Atlanta,TX,9,Public
13960,Lion's Municipal Golf Course,Austin,TX,18,Municipal
13961,Jimmy Clay Ray Kizer Municipal Golf Courses,Austin,TX,36,Municipal
13962,Hancock Golf Course,Austin,TX,9,Municipal
13963,Morris Williams Golf Course,Austin,TX,18,Municipal
13964,River Place Country Club,Austin,TX,18,Private
13965,Lost Creek Country Club,Austin,TX,18,Private
13966,Austin Country Club,Austin,TX,18,Private
13967,Balcones Country Club,Austin,TX,36,Private
13968,Great Hills Country Club,Austin,TX,18,Private
13969,The Hills Country Club,Austin,TX,36,
13970,Lakeway Golf Club Yaupon Course,Austin,TX,18,
13971,University of Texas Golf Club,Austin,TX,18,
13972,Crenshaw Cliffside At Barton Creek,Austin,TX,18,
13973,Fazio Foothills,Austin,TX,18,
13974,Onion Creek Club,Austin,TX,36,
13975,Barton Creek Golf Course,Austin,TX,18,
13976,Lakeway Country Club,Austin,TX,18,
13977,Falconhead Golf Club,Austin,TX,18,Public
13978,Avery Ranch Golf Club,Austin,TX,18,Public
13979,Butler Park Pitch & Putt Golf Course,Austin,TX,9,Public
13980,Riverside Golf Course,Austin,TX,18,Public
13981,Harvey Penick Golf Campus,Austin,TX,18,Public
13982,Bluebonnet Hill Golf Course,Austin,TX,18,Public
13983,Grey Rock Golf Club,Austin,TX,18,Public
13984,Cross Timbers Golf Course,Azle,TX,18,Municipal
13985,Shady Oaks Golf Course,Baird,TX,18,Public
13986,Ballinger Country Club,Ballinger,TX,9,Public
13987,Lost Valley Resort Ranch,Bandera,TX,18,Public
13988,Flying L. Guest Ranch,Bandera,TX,18,Public
13989,Lost Pines Golf Club,Bastrop,TX,18,Public
13990,Pine Forest Golf Club,Bastrop,TX,18,Public
