id,name,city,state,holes,access
13991,ColoVista Country Club and Resort,Bastrop,TX,18,Public
13992,Bay City Country Club,Bay City,TX,18,Private
13993,Bay Cel Golf Course,Bay City,TX,9,
13994,Rio Colorado Golf Course,Bay City,TX,18,Public
13995,Goose Creek Country Club,Baytown,TX,18,Private
13996,Evergreen Point Golf Course,Baytown,TX,18,Public
13997,Henry Homberg Golf Course,Beaumont,TX,18,Municipal
13998,Beaumont Country Club,Beaumont,TX,18,Private
13999,Iron Oaks Golf Club,Beaumont,TX,18,Public
14000,Brentwood Country Club,Beaumont,TX,18,Public
14001,Bayou Din Golf Club,Beaumont,TX,54,Public
14002,Belle Oaks Golf Club,Beaumont,TX,18,Public
14003,Spanish Oaks Golf Club,Bee Cave,TX,18,Private
14004,John C. Beasley Municipal Golf,Beeville,TX,9,Municipal
14005,Beeville Country Club,Beeville,TX,9,Private
14006,Bellville Golf & Rec. Club,Bellville,TX,18,Public
14007,Leon Valley Golf Course,Belton,TX,18,Public
14008,Whitestone Golf Club,Benbrook,TX,18,Public
14009,Benbrook Lighted 3 Par,Benbrook,TX,9,Public
14010,Big Lake Golf Course,Big Lake,TX,9,Public
14011,Embassy Hills Golf Course,Big Sandy,TX,18,Public
14012,Comanche Trail Golf Course,Big Spring,TX,18,Municipal
14013,Big Spring Country Club,Big Spring,TX,18,Private
14014,Chemcel Golf Club,Bishop,TX,9,Private
14015,Vaaler Creek Golf Club,Blanco,TX,27,Public
14016,Creek Bend Golf Course,Blanket,TX,18,Public
14017,The Clubs of Cordillera Ranch,Boerne,TX,18,
14018,Tapatio Springs Country Club & Resort,Boerne,TX,54,Public
14019,Newgulf Golf Club,Boling,TX,9,Public
14020,The Bonham Golf Club,Bonham,TX,9,Private
14021,Legacy Ridge Country Club,Bonham,TX,18,Public
14022,Booker Country Club,Booker,TX,18,Municipal
14023,Phillips Country Club,Borger,TX,18,Municipal
14024,Borger Country Club,Borger,TX,18,Public
14025,Prairie Oaks Ranch,Bowie,TX,9,
14026,Bowie Golf Club,Bowie,TX,18,Public
14027,Fort Clark Springs Golf Course,Brackettville,TX,18,Public
14028,Brady Municipal Golf Course,Brady,TX,9,Municipal
14029,West Brazos Golf Center,Brazoria,TX,9,Public
14030,Breckenridge Country Club,Breckenridge,TX,9,Public
14031,Brenham Country Club,Brenham,TX,18,
14032,The Club At Runaway Bay,Bridgeport,TX,18,Public
14033,Bridgeport Country Club,Bridgeport,TX,9,Public
14034,Singing Winds Golf Course,Bronte,TX,9,Public
14035,Rayburn Country Club,Brookeland,TX,27,Public
14036,Brownsville Golf Center,Brownsville,TX,18,Municipal
14037,River Bend Country Club,Brownsville,TX,18,Public
14038,Valley International Country Club,Brownsville,TX,27,Public
14039,Fort Brown Memorial Golf Course,Brownsville,TX,18,Public
14040,Brownwood Country Club,Brownwood,TX,18,Private
14041,Feather Bay Golf Course,Brownwood,TX,36,Public
14042,Bryan Municipal Golf Course,Bryan,TX,18,Municipal
14043,Briarcrest Country Club Inc,Bryan,TX,18,Private
14044,Miramont Country Club,Bryan,TX,18,
14045,The Traditions Club At Texas A & M,Bryan,TX,18,
14046,Highland Lakes Golf Club,Buchanan Dam,TX,9,Public
14047,Emerald Bay Club,Bullard,TX,18,Private
14048,The Challenge At Eagle's Bluff,Bullard,TX,18,Private
14049,Peach Tree Golf Club,Bullard,TX,36,Public
14050,River Creek Park Golf Course,Burkburnett,TX,18,Municipal
14051,Hidden Creek Golf Course,Burleson,TX,18,Municipal
14052,Southern Oaks Golf Club,Burleson,TX,18,Public
14053,Delaware Springs Golf Course,Burnet,TX,18,Municipal
14054,Copperas Hollow Country Club,Caldwell,TX,9,Public
14055,Calvert Country Club,Calvert,TX,9,Private
14056,Cameron Country Club,Cameron,TX,9,Private
14057,Sand Hills Golf & Country Club,Campbell,TX,9,Public
14058,Canadian Golf Club,Canadian,TX,9,Municipal
14059,Van Zandt Country Club,Canton,TX,18,Private
14060,Twin Lakes Golf Course,Canton,TX,18,Public
14061,Canyon Lake Golf Club,Canyon Lake,TX,18,Public
14062,Palo Duro Creek Golf Club,Canyon,TX,18,Municipal
14063,Canyon Country Club,Canyon,TX,9,Public
14064,Carrizo Springs Municipal Golf Course,Carrizo Springs,TX,9,Municipal
14065,Indian Creek Golf Course,Carrollton,TX,36,Municipal
14066,The Country Place,Carrollton,TX,9,Private
14067,Honors Golf Club Dallas,Carrollton,TX,18,Private
14068,Coyote Ridge Golf Club,Carrollton,TX,18,Public
14069,Carthage Country Club,Carthage,TX,9,
14070,Alsatian Golf Club,Castroville,TX,18,Public
14071,Twin Creeks Country Club,Cedar Park,TX,18,
14072,Center Country Club,Center,TX,9,Public
14073,Stoneyridge Golf Course,Childress,TX,27,Municipal
14074,Childress Country Club,Childress,TX,9,Public
14075,Northcliffe Country Club,Cibolo,TX,18,Public
14076,Lake Cisco Country Club,Cisco,TX,9,Public
14077,Clarksville Country Club,Clarksville,TX,9,Public
14078,Cleburne Municipal Golf Course,Cleburne,TX,18,Municipal
14079,The Retreat,Cleburne,TX,18,
14080,Riverview Golf Club,Cleburne,TX,18,Public
14081,Cleburne Golf Ranch,Cleburne,TX,18,Public
14082,Kirbywood Golf Club,Cleveland,TX,9,Public
14083,Jackson Oaks Golf Club,Clute,TX,18,Private
14084,Cape Royale Golf Course,Coldspring,TX,18,Public
14085,Coleman Country Club,Coleman,TX,9,Public
14086,Pebble Creek Country Club,College Station,TX,18,
14087,Texas A&M University Golf Course,College Station,TX,18,Public
14088,WolfCreek Golf Links,Colorado City,TX,9,Public
14089,Columbus Golf Club,Columbus,TX,9,Public
14090,P A R  Country Club,Comanche,TX,18,Public
14091,Buckhorn Golf Course,Comfort,TX,18,Public
14092,The Club At Concan,Concan,TX,18,Public
14093,The Village Golf Club,Conroe,TX,45,Municipal
14094,Conroe Country Club,Conroe,TX,9,Private
14095,River Plantation Country Club,Conroe,TX,45,Private
14096,Wedgewood Golf Course,Conroe,TX,18,Public
14097,The Links At West Fork,Conroe,TX,18,Public
14098,Delta Country Club,Cooper,TX,9,Public
14099,Riverchase Golf Course,Coppell,TX,18,Public
14100,Hills of Cove Municipal Golf Course,Copperas Cove,TX,18,Municipal
14101,Oakmont Country Club,Corinth,TX,18,
14102,Gabe Lozano Sr. Golf Center,Corpus Christi,TX,27,Municipal
14103,Oso Beach Municipal Golf Course,Corpus Christi,TX,18,Municipal
14104,Corpus Christi Country Club,Corpus Christi,TX,18,Private
14105,River Hills Country Club,Corpus Christi,TX,18,
14106,Gulf Winds Golf Course,Corpus Christi,TX,18,
14107,Padre Isles Country Club,Corpus Christi,TX,18,
14108,Pharaohs Golf Club,Corpus Christi,TX,18,Public
14109,Corsicana Country Club,Corsicana,TX,18,Private
14110,Oaks Trail Golf Club,Corsicana,TX,18,Public
14111,Creekview Golf Club,Crandall,TX,18,Municipal
14112,Crane Country Club,Crane,TX,9,Public
14113,Spring Creek Country Club,Crockett,TX,9,Private
14114,Indian Shores Recreation Association,Crosby,TX,9,Public
14115,Newport Golf Club & Conference Center,Crosby,TX,18,Public
14116,Rancho Carribe Golf Course,Crystal Beach,TX,9,Public
14117,Cuero Park Municipal Golf Course,Cuero,TX,9,Municipal
14118,Cypress Lakes Golf Club,Cypress,TX,18,Public
14119,BlackHorse Golf Club,Cypress,TX,36,Public
14120,Longwood Golf Course,Cypress,TX,54,Public
14121,Beaver Brook Country Club,Daingerfield,TX,9,Public
14122,Dalhart Country Club,Dalhart,TX,18,Private
14123,L B  Houston Park Golf Course,Dallas,TX,18,Municipal
14124,Stevens Park Golf Course,Dallas,TX,18,Municipal
14125,Cedar Crest Golf Course,Dallas,TX,18,Municipal
14126,Tenison Park Golf Course,Dallas,TX,36,Municipal
14127,Keeton Park Golf Course,Dallas,TX,18,Municipal
14128,Dallas National Golf Club,Dallas,TX,18,Private
14129,Brook Hollow Golf Club,Dallas,TX,18,Private
14130,Bent Tree Country Club,Dallas,TX,18,Private
14131,Preston Trail Golf Club,Dallas,TX,18,Private
14132,Dallas Country Club,Dallas,TX,18,Private
14133,The Northwood Club,Dallas,TX,18,Private
14134,Royal Oaks Country Club,Dallas,TX,18,Private
14135,Lakewood Country Club,Dallas,TX,18,Private
14136,The Golf Club of Dallas,Dallas,TX,18,Private
14137,Brookhaven Country Club,Dallas,TX,54,
14138,Prestonwood Country Club Creek Course,Dallas,TX,18,
14139,Bear Creek Golf Club,Dallas,TX,36,Public
14140,North Texas Golf Center,Dallas,TX,9,Public
14141,Austin Bayou Golf Course,Danbury,TX,9,Public
14142,Decatur Golf & Country Club,Decatur,TX,9,Public
14143,The Battleground at Deer Park,Deer Park,TX,18,Municipal
14144,Occidental Chemical Golf Course,Deer Park,TX,9,
14145,San Felipe Country Club,del Rio,TX,18,Public
14146,Denison Country Club,Denison,TX,18,Private
14147,Grayson College Golf Course,Denison,TX,18,Public
14148,Wildhorse Golf Club of Robson Ranch,Denton,TX,18,Public
14149,Texas Woman's University Golf Course,Denton,TX,18,Public
14150,The Timberlinks At Denton,Denton,TX,18,Public
14151,Yoakum County Golf Course,Denver City,TX,18,Municipal
14152,Thorntree Country Club,Desoto,TX,18,
14153,Devine Golf Course,Devine,TX,18,Public
14154,Neches Pines Golf Course,Diboll,TX,18,Municipal
14155,Chapparral Rec Assoc Golf Club,Dickinson,TX,9,Private
14156,Beacon Lakes Golf Club,Dickinson,TX,18,Public
14157,Green Caye Golf Course,Dickinson,TX,9,Public
14158,Country Club of Dimmit,Dimmit,TX,9,Public
14159,Pheasant Trails Golf Course,Dumas,TX,18,Municipal
14160,Mesquite Grove Golf Course,Dyess Afb,TX,18,Public
14161,Eagle Lake Golf Course & Recreation Center,Eagle Lake,TX,9,Public
14162,Eagle Pass Golf Club,Eagle Pass,TX,18,Municipal
14163,Lakeside Country Club,Eastland,TX,18,Public
14164,Lone Cedar Country Club,Eastland,TX,27,Public
14165,Concho Springs Golf Course,Eden,TX,9,Municipal
14166,Ebony Hills Public Golf Course,Edinburg,TX,9,Municipal
14167,Los Lagos Golf Club,Edinburg,TX,18,Municipal
14168,Palacio Real at Monte Cristo,Edinburg,TX,18,Public
14169,Edna Country Club,Edna,TX,9,Public
14170,El Campo Country Club,El Campo,TX,9,Private
14171,Painted Dunes Desert Golf Course,El Paso,TX,54,Municipal
14172,Ascarate Municipal Golf Course,El Paso,TX,27,Municipal
14173,Lone Star Golf Club,El Paso,TX,18,Municipal
14174,Butterfield Trail Golf Course,El Paso,TX,18,Municipal
14175,El Paso Country Club,El Paso,TX,18,Private
14176,Coronado Country Club,El Paso,TX,18,Private
14177,Vista Hills Country Club,El Paso,TX,18,Private
14178,Emerald Springs Golf & Conference Center,El Paso,TX,18,Public
14179,Eldorado Golf Club,Eldorado,TX,9,Municipal
14180,Crooked Creek Golf Course,Electra,TX,9,Municipal
14181,Elkhart Golf Club,Elkhart,TX,18,Public
14182,Lake Fork Golf Club,Emory,TX,18,Public
14183,Ennis Country Club,Ennis,TX,18,Public
14184,Eagle Rock Golf Club,Ennis,TX,18,Public
14185,Texas Star Golf Course,Euless,TX,18,Municipal
14186,Westdale Hills Golf Course,Euless,TX,9,Public
14187,Fair Oaks Ranch Golf & Country Club,Fair Oaks,TX,36,
14188,Heritage Ranch Golf & Country Club,Fairview,TX,18,Public
14189,Falfurrias Golfers Inc,Falfurrias,TX,9,Municipal
14190,Leatherwood Ranch Golf Course,Farmersville,TX,9,Public
14191,Farwell Country Club,Farwell,TX,9,Public
14192,Old Brickyard Golf Course,Ferris,TX,18,Public
14193,Flatonia Golf Course,Flatonia,TX,9,Public
14194,Maverick Golf Club,Floresville,TX,18,Public
14195,Tour 18 Golf Course Dallas,Flower Mound,TX,18,Public
14196,Bridlewood Golf Course,Flower Mound,TX,18,Public
14197,Floydada Country Club,Floydada,TX,9,Public
14198,Underwood Golf Complex,Fort Bliss,TX,36,
14199,The Courses of Clear Creek,Fort Hood,TX,54,
14200,Desert Pnes Golf Course,Fort Stockton,TX,18,Municipal
14201,Pecan Valley Municipal Golf Course,Fort Worth,TX,36,Municipal
14202,Z Boaz Golf Course,Fort Worth,TX,18,Municipal
14203,Rockwood Municipal Golf Club,Fort Worth,TX,18,Municipal
14204,Sycamore Creek Golf Course,Fort Worth,TX,9,Municipal
14205,Meadowbrook Golf Course,Fort Worth,TX,18,Municipal
14206,Mira Vista Country Club,Fort Worth,TX,18,Private
14207,Ridglea Country Club,Fort Worth,TX,36,Private
14208,Shady Oaks Country Club,Fort Worth,TX,27,Private
14209,River Crest Country Club,Fort Worth,TX,18,Private
14210,Colonial Country Club,Fort Worth,TX,18,Private
14211,Glen Garden Golf & Country Club,Fort Worth,TX,18,Private
14212,Diamond Oaks Golf & Country Club,Fort Worth,TX,18,
14213,Woodhaven Country Club,Fort Worth,TX,18,
14214,The Golf Club At the Resort,Fort Worth,TX,18,Public
14215,Hawks Creek Golf Club,Fort Worth,TX,18,Public
14216,The Golf Club At Fossil Creek,Fort Worth,TX,18,Public
14217,Timberview Golf Course,Fort Worth,TX,18,Public
14218,Waterchase Golf Club,Fort Worth,TX,18,Public
14219,The Jim McLean Golf Center At WaterChase,Fort Worth,TX,9,Public
14220,The Golf Club At Champions Circle,Fort Worth,TX,18,Public
14221,Oak Grove Country Club,Franklin,TX,18,Private
14222,Pine Dunes Resort,Frankston,TX,18,Public
14223,Lady Bird Johnson Golf Course,Fredericksburg,TX,18,Municipal
14224,Boot Ranch Golf Club,Fredericksburg,TX,18,
14225,Freeport Golf Course,Freeport,TX,18,Municipal
14226,Timber Creek Golf Club,Friendswood,TX,27,Public
14227,Friona Country Club,Friona,TX,9,Private
14228,Stonebriar Country Club,Frisco,TX,36,
14229,The Trails of Frisco Golf Club,Frisco,TX,18,Public
14230,Plantation Resort Golf Course,Frisco,TX,18,Public
14231,The Golf Club At Frisco Lakes,Frisco,TX,18,Public
14232,Weston Lakes Country Club,Fulshear,TX,18,
14233,Gainesville Municipal Golf Course,Gainesville,TX,18,Municipal
14234,Moody Gardens Golf Course,Galveston,TX,18,Municipal
14235,Galveston Country Club,Galveston,TX,18,Private
14236,Ganado Golf & Country Club,Ganado,TX,9,Public
14237,Firewheel Golf Park,Garland,TX,36,Municipal
14238,The Bridges Golf Course,Garland,TX,27,Municipal
14239,Oakridge Country Club,Garland,TX,18,
14240,Eastern Hills Country Club,Garland,TX,18,
14241,Up to Par,Garland,TX,9,Public
14242,Gatesville Country Club,Gatesville,TX,18,Public
14243,Georgetown Country Club,Georgetown,TX,18,Private
14244,Cimarron Hills Golf & Country Club,Georgetown,TX,18,
14245,Berry Creek Country Club,Georgetown,TX,18,
14246,White Wing Golf Club,Georgetown,TX,18,Public
14247,Legacy Hills Golf Club,Georgetown,TX,18,Public
14248,Cowan Creek Golf Course,Georgetown,TX,18,Public
14249,Giddings Country Club,Giddings,TX,18,Municipal
14250,Gilmer Country Club,Gilmer,TX,9,Private
14251,Southern Hills Golf Club,Gladewater,TX,18,Public
14252,The Challenge At Gladewater,Gladewater,TX,36,Public
14253,Squaw Valley Golf Course,Glen Rose,TX,36,Municipal
14254,Goldthwaite Municipal Golf Course,Goldthwaite,TX,9,Municipal
14255,Goliad County Golf Course,Goliad,TX,9,Public
14256,Independence Golf Course,Gonzales,TX,9,Municipal
14257,Rock Creek Golf Club,Gordonville,TX,9,
14258,The Cliffs Country Club,Graford,TX,18,Public
14259,Graham Country Club,Graham,TX,9,Public
14260,De Cordova Bend Country Club,Granbury,TX,27,Private
14261,Pecan Plantation Country Club,Granbury,TX,18,Private
14262,Nutcracker Golf Club,Granbury,TX,18,Private
14263,Harbor Lakes Golf Club,Granbury,TX,18,
14264,Granbury Country Club,Granbury,TX,9,Public
14265,Hidden Oaks,Granbury,TX,18,Public
14266,Tangle Ridge Golf Course,Grand Prairie,TX,18,Municipal
14267,Prairie Lakes Golf Club,Grand Prairie,TX,54,Municipal
14268,Great Southwest Golf Club,Grand Prairie,TX,18,
14269,Riverside Golf Club,Grand Prairie,TX,18,Public
14270,Grand Prairie Country Club,Grand Prairie,TX,18,Public
14271,Fun City Golf Center,Grand Prairie,TX,9,Public
14272,Sunset Golf Center,Grand Prairie,TX,9,Public
14273,Grapevine Golf Course,Grapevine,TX,54,Municipal
14274,Cowboys Golf Club,Grapevine,TX,18,Public
14275,Wright Park Municipal Golf Course,Greenville,TX,9,Municipal
14276,Oak Creek Country Club,Greenville,TX,9,Private
14277,Hartline's Golf Center,Greenville,TX,18,Public
14278,The Patch Golf Club,Groves,TX,9,Public
14279,The Bridges Golf Club,Gunter,TX,18,Public
14280,Hallettsville Golf Course,Hallettsville,TX,9,Municipal
14281,Perry Country Club,Hamilton,TX,9,Public
14282,Hamlin Golf Course,Hamlin,TX,9,Public
14283,Tony Butler Municipal Golf Course,Harlingen,TX,27,Municipal
14284,Harlingen Country Club,Harlingen,TX,18,Private
14285,Sunshine Country Club Estates,Harlingen,TX,9,Private
14286,Cottonwood Creek Country Club,Harlingen,TX,9,Public
14287,Treasure Hills Country Club,Harlingen,TX,18,Public
14288,Stuart Place Country Club,Harlingen,TX,9,Public
14289,Hidden Springs Golf Course,Harper,TX,18,Public
14290,Haskell County Country Club,Haskell,TX,9,Public
14291,Willow Springs Golf Course,Haslet,TX,18,Public
14292,Tangle Oaks Golf Club,Hawley,TX,18,Public
14293,Hearne Municipal Golf Course,Hearne,TX,9,Municipal
14294,Oak Valley Driving Range and Par 3,Helotes,TX,9,Public
14295,Fox Creek Golf Club,Hempstead,TX,18,Public
14296,Legendary Oaks Golf Course,Hempstead,TX,18,Public
14297,Henderson Country Club,Henderson,TX,9,Private
14298,Clay County Country Club,Henrietta,TX,9,Private
14299,John Pitman Municipal Golf Course,Hereford,TX,18,Municipal
14300,Bluebonnet Country Club,Hico,TX,9,Public
14301,Hide A Way Lake Golf Course,Hideaway,TX,36,
14302,Hillsboro Country Club,Hillsboro,TX,9,Public
14303,Hilltop Lakes Resort Golf Club,Hilltop Lakes,TX,18,
14304,Houston Oaks Golf Club,Hockley,TX,27,Public
14305,Holly Lake Ranch Golf Club,Holly Lake Ranch,TX,18,Private
14306,Hondo Golf Course,Hondo,TX,9,Municipal
14307,Escondido Golf and Lake Club,Horseshoe Bay,TX,18,Private
14308,Caprock At Horseshoe Bay Resort,Horseshoe Bay,TX,54,
14309,Slick Rock At Horseshoe Bay Resort,Horseshoe Bay,TX,18,
14310,Blue Lake Golf Club,Horseshoe Bay,TX,9,Public
14311,Jersey Meadow Golf Course,Houston,TX,36,Municipal
14312,Sharpstown Park Golf Course,Houston,TX,18,Municipal
14313,Memorial Park Golf Course,Houston,TX,18,Municipal
14314,Hermann Park Golf Course,Houston,TX,18,Municipal
14315,Melrose Golf Course,Houston,TX,18,Municipal
14316,The First Tee Junior Golf Facility At FM Law Park,Houston,TX,9,Municipal
14317,Gus Wortham Park Golf Course,Houston,TX,18,Municipal
14318,Glenbrook Park Golf Course,Houston,TX,18,Municipal
14319,Brock Park Golf Course,Houston,TX,18,Municipal
14320,Pasadena Municipal Golf Course,Houston,TX,18,Municipal
14321,Pine Forest Country Club,Houston,TX,36,Private
14322,Lakeside Country Club,Houston,TX,18,Private
14323,BraeBurn Country Club,Houston,TX,18,Private
14324,Houston Country Club,Houston,TX,18,Private
14325,River Oaks Country Club,Houston,TX,18,Private
14326,Lochinvar Golf Club,Houston,TX,18,Private
14327,Royal Oaks Country Club Houston Inc,Houston,TX,18,Private
14328,Hearthstone Country Club,Houston,TX,27,
14329,Westwood Golf Club,Houston,TX,18,
14330,Champions Golf Club,Houston,TX,36,
14331,Northgate Country Club,Houston,TX,54,
14332,Bay Oaks Country Club,Houston,TX,18,
14333,Houston National Golf Club,Houston,TX,36,Public
14334,Bear Creek Golf World,Houston,TX,54,Public
14335,Sugar Hill Golf Course,Houston,TX,18,Public
14336,Mulligans,Houston,TX,9,Public
14337,Pine Crest Golf Club,Houston,TX,18,Public
14338,Heron Lakes Golf Course,Houston,TX,18,Public
